2,1200,1100,100
3,1190,1090,99
4,1200,1100,100
5,1200,1100,100
6,1160,1060,96
7,1180,1080,98
8,1160,1060,96
9,1190,1090,99
10,1200,1100,100
11,1190,1090,99
12,1160,1060,96
13,1110,1010,91
14,1180,1080,98
15,1100,1000,90
16,1160,1060,96
17,1050,950,85
18,1100,1000,90
19,1150,1050,95
20,1200,1100,100
21,1040,940,84
22,1080,980,88
23,1120,1020,92
24,1160,1060,96
25,1200,1100,100
26,980,880,78
27,1010,910,81
28,1040,940,84
29,1070,970,87
30,1100,1000,90
31,1130,1030,93
32,1160,1060,96
33,1190,1090,99
34,880,780,68
35,900,800,70
36,920,820,72
37,940,840,74
38,960,860,76
39,980,880,78
40,1000,900,80
41,1020,920,82
42,1040,940,84
43,1060,960,86
44,1080,980,88
45,1100,1000,90
46,1120,1020,92
47,1140,1040,94
48,1160,1060,96
49,1180,1080,98
50,1200,1100,100
51,710,610,51
52,720,620,52
53,730,630,53
54,740,640,54
55,750,650,55
56,760,660,56
57,770,670,57
58,780,680,58
59,790,690,59
60,800,700,60
61,810,710,61
62,820,720,62
63,830,730,63
64,840,740,64
65,850,750,65
66,860,760,66
67,870,770,67
68,880,780,68
69,890,790,69
70,900,800,70
71,910,810,71
72,920,820,72
73,930,830,73
74,940,840,74
75,950,850,75
76,960,860,76
77,970,870,77
78,980,880,78
79,990,890,79
80,1000,900,80
81,1010,910,81
82,1020,920,82
83,1030,930,83
84,1040,940,84
85,1050,950,85
86,1060,960,86
87,1070,970,87
88,1080,980,88
89,1090,990,89
90,1100,1000,90
91,1110,1010,91
92,1120,1020,92
93,1130,1030,93
94,1140,1040,94
95,1150,1050,95
96,1160,1060,96
97,1170,1070,97
98,1180,1080,98
99,1190,1090,99
100,200,100,0
