2,1200,1100,100
3,1200,1100,100
4,1200,1100,100
5,1200,1100,100
6,1200,1100,100
7,1200,1100,100
8,1200,1100,100
9,1200,1100,100
10,1200,1100,100
11,1200,1100,100
12,1200,1100,100
13,1200,1100,100
14,1199,1099,100
15,1199,1099,100
16,1196,1096,100
17,1196,1096,100
18,1196,1096,100
19,1195,1095,100
20,1195,1095,100
21,1188,1088,100
22,1188,1088,100
23,1193,1093,100
24,1177,1077,100
25,1176,1076,100
26,1179,1079,100
27,1180,1080,100
28,1170,1070,100
29,1160,1060,100
30,1159,1059,100
31,1153,1053,100
32,1149,1049,100
33,1136,1036,100
34,1141,1041,100
35,1117,1017,100
36,1126,1026,100
37,1119,1019,100
38,1107,1007,100
39,1100,1000,100
40,1100,1000,100
41,1084,984,100
42,1072,972,100
43,1065,965,100
44,1052,952,100
45,1040,940,100
46,1046,946,100
47,1028,928,100
48,1027,927,100
49,1005,905,100
50,982,882,100
51,978,878,100
52,980,880,100
53,966,866,100
54,971,871,100
55,942,842,100
56,934,834,100
57,917,817,100
58,890,790,100
59,899,799,100
60,868,768,100
61,853,753,100
62,851,751,100
63,829,729,100
64,834,734,100
65,792,692,100
66,780,680,100
67,772,672,100
68,768,668,100
69,754,654,100
70,714,614,100
71,730,630,100
72,704,604,99
73,691,591,100
74,677,577,100
75,661,561,100
76,622,522,100
77,626,526,100
78,620,520,100
79,584,484,100
80,577,477,100
81,555,455,97
82,537,437,99
83,526,426,98
84,484,384,98
85,484,384,95
86,460,360,97
87,467,367,96
88,428,328,90
89,400,300,95
90,401,301,88
91,363,263,88
92,352,252,82
93,335,235,79
94,328,228,72
95,304,204,68
96,285,185,61
97,256,156,47
98,245,145,42
99,220,120,19
100,200,100,0
